title,authors,year,doi,journal
Chapter 2 – The Role of Critical Zone Observatories in Critical Zone Science,"White T., Brantley S., Banwart S., Chorover J., Dietrich W., Derry L., Lohse K., Anderson S., Aufdendkampe A., Bales R., Kumar P., Richter D., McDowell B. ",2015,10.1016/B978-0-444-63369-9.00002-1,Developments in Earth Surface Processes
Chapter 2 – The Role of Critical Zone Observatories in Critical Zone Science,"White T., Brantley S., Banwart S., Chorover J., Dietrich W., Derry L., Lohse K., Anderson S., Aufdendkampe A., Bales R., Kumar P., Richter D., McDowell B. ",2015,10.1016/B978-0-444-63369-9.00002-1,Developments in Earth Surface Processes
Chapter 2 – The Role of Critical Zone Observatories in Critical Zone Science,"White T., Brantley S., Banwart S., Chorover J., Dietrich W., Derry L., Lohse K., Anderson S., Aufdendkampe A., Bales R., Kumar P., Richter D., McDowell B. ",2015,10.1016/B978-0-444-63369-9.00002-1,Developments in Earth Surface Processes
"Chapter 6 – Soil Geochemistry in the Critical Zone: Influence on Atmosphere, Surface- and Groundwater Composition","Perdrial J., Thompson A., Chorover J. ",2015,10.1016/B978-0-444-63369-9.00006-9,Developments in Earth Surface Processes
"Chapter 6 – Soil Geochemistry in the Critical Zone: Influence on Atmosphere, Surface- and Groundwater Composition","Perdrial J., Thompson A., Chorover J. ",2015,10.1016/B978-0-444-63369-9.00006-9,Developments in Earth Surface Processes
"Chapter 6 – Soil Geochemistry in the Critical Zone: Influence on Atmosphere, Surface- and Groundwater Composition","Perdrial J., Thompson A., Chorover J. ",2015,10.1016/B978-0-444-63369-9.00006-9,Developments in Earth Surface Processes
Chapter 8 – Ecohydrology and the Critical Zone: Processes and Patterns Across Scales,"Moore G., McGuire K., Troch P., Barron-Gafford G. ",2015,10.1016/B978-0-444-63369-9.00008-2,Developments in Earth Surface Processes
Chapter 2 - Addressing Two Bottlenecks to Advance the Understanding of Preferential Flow in Soils,"Guo, L. and Lin, H ",2018,10.1016/bs.agron.2017.10.002,"Advances in Agronomy, vol "
A dynamical system approach to soil salinity and sodicity,"Mau, Y., and Porporato, A. ",2015,10.1016/j.advwatres.2015.05.010,Advances in Water Resources
Parameter estimation of a physically-based land surface hydrologic model using an ensemble Kalman filter: A multivariate real-data experiment.,"Shi, Y., K. J. Davis, F. Zhang and C. J. Duffy, and X. Yu ",2015,10.1016/j.advwatres.2015.06.009,"Advances in Water Resources, vol "
Optimal control solutions to sodic soil reclamation,"Mau, Y. and A. Porporato ",2016,10.1016/j.advwatres.2016.02.014,Advances in Water Resources
Dynamic evolution of the soil pore size distribution and its connection to soil management and biogeochemical processes,"Pelak, Norman, and Amilcare Porporato ",2019,10.1016/j.advwatres.2019.103384,Advances in Water Resources
Linking parametric and water-balance models of the Budyko and Turc spaces,"Daly, Edoardo, Salvatore Calabrese, Jun Yin, and Amilcare Porporato ",2019,10.1016/j.advwatres.2019.103435,Advances in Water Resources
"Modeling aeolian transport in response to succession, disturbance and future climate: Dynamic long-term risk assessment for contaminant redistribution.","Breshears D.D., Kirchner T.B., Whicker J.J., Field J.P., and Allen C.D. ",2012,10.1016/j.aeolia.2011.03.012,"Aeolian Research, "
"Progress on relationships between horizontal and vertical dust flux: Mathematical, empirical and risk-based perspectives","Whicker J.J., Breshears D.D. and Field J.P. ",2014,10.1016/j.aeolia.2013.12.001,Aeolian Research
"Radiocarbon dating loess deposits in the Mississippi Valley using terrestrial gastropod shells (Polygyridae, Helicinidae, and Discidae)","Pigati, J.S., McGeehin, J.P., Muhs, D.R., Grimley, D.A., and Nekola, J.C. ",2015,10.1016/j.aeolia.2014.10.005,Aeolian Research
Size and variability of crop productivity both impacted by CO2 enrichment and warming—A case study of 4 year field experiment in a Chinese paddy,"Wang, J., Liu, X., Zhang, X., Smith, P., Li, T., Filley, T.R., Cheng, K., Shen, M., He, Y., and Pan, G. ",2016,10.1016/j.agee.2016.01.028,"Agriculture, Ecosystems & Environment "
Effects of wind-driven rainfall on stemflow generation between two codominant tree species with differing crown characteristics,"Van Stan, J.T., C.M. Siegert, D.F. Levia, & C.E. Scheick ",2011,10.1016/j.agrformet.2011.05.008,Agricultural and Forest Meteorology
Influence of canopy structure and direct beam solar irradiance on snowmelt rates in a mixed conifer forest.,"Musselman, K.N., Molotch, N.P., Margulis, S.A., Kirchner, P.B., and Bales, R.C. ",2012,10.1016/j.agrformet.2012.03.011,Agricultural and Forest Meteorology
A method for quantifying cloud immersion in a tropical mountain forest using time-lapse photography,"Bassiouni, M., Scholl, M.A., Torres-Sanchez, A.J., Murphy, S.F., ",2017,10.1016/j.agrformet.2017.04.010,Agricultural and Forest Meteorology
LiDAR-derived topography and forest structure predict fine-scale variation in daily surface temperatures in oak savanna and conifer forest landscapes,"Frank W. Davis, Nicholas W.Synes, Geoffrey A. Fricker, Ian M. McCullough, Josep M. Serra-Diaz, Janet Franklin, Alan L. Flint ",2019,10.1016/j.agrformet.2019.02.015,Science Direct
Ecosystem carbon and water cycling from a sky island montane forest,"Knowles J.F., Scott R.L., Minor R.L., Barron-Gafford G.A. ",2020,10.1016/j.agrformet.2019.107835,Agricultural and Forest Meteorology
Mapping Subsurface Tile Drainage Systems with Thermal Images,"Woo, D.K., Song, H., and Kumar, P. ",2019,10.1016/j.agwat.2019.01.031,Agricultural Water Management
"Quantifying an early signature of the industrial revolution from lead concentrations and isotopes in soils of Pennsylvania, USA","Lin Ma, Jasper Konter, Elizabeth Herndon, Lixin Jin, Grit Steinhoefel, Diego Sanchez, Susan Brantley ",2014,10.1016/j.ancene.2014.12.003,Anthropocene
"Using Magnetic Fly Ash to Identify Post-Settlement Alluvium and its Record of Atmospheric Pollution, Central USA","Grimley, D., Anders, A., Bettis, E.A., Bates, B., Wang, J. Butler, S., and Huot, S ",2017,10.1016/j.ancene.2017.02.001,Anthropocene
Exploring weathering and regolith transport controls on critical zone development with models and natural experiments.,"Anderson, S.P., Anderson, R.S., Hinckley, E.S., Kelly, P., and Blum, A.E. ",2011,10.1016/j.apgeochem.2011.03.014,Applied Geochemistry
Investigating the complex interface where bedrock transforms to regolith.,"Brantley, S. L., Buss, H., Lebedeva, M., Fletcher R.C., Ma L. ",2011,10.1016/j.apgeochem.2011.03.017,Applied Geochemistry. Vol
Investigating the complex interface where bedrock transforms to regolith.,"Brantley, S. L., Buss, H., Lebedeva, M., Fletcher R.C., Ma L. ",2011,10.1016/j.apgeochem.2011.03.017,Applied Geochemistry. Vol
Movement of manganese contamination through the Critical Zone.,"Herndon, E. M., Brantley S. L. ",2011,10.1016/j.apgeochem.2011.03.024,Applied Geochemistry
Soil chemistry and shale weathering on a hillslope influenced by convergent hydrologic flow regime at the Susquehanna/Shale Hills Critical Zone Observatory.,"Jin, L.,Brantley S. L. ",2011,10.1016/j.apgeochem.2011.03.027,Applied Geochemistry
Exploring Links between Vadose Zone Hydrology and Chemical Weathering in the Boulder Creek Critical Zone Observatory.,"Langston, A.L., Tucker, G.E., Anderson, R.S., and Anderson, S.P. ",2011,10.1016/j.apgeochem.2011.03.033,Applied Geochemistry
"Characteristics of a palaeosol and its implications for the Critical Zone development, Rocky Mountain Front Range of Colorado, USA.","Leopold, M., Voelkel, J., Dethier, D., Huber, J. & Steffems, M. ",2011,10.1016/j.apgeochem.2011.03.034,Applied Geochemistry
The effects of climate and landscape position on chemical denudation and mineral transformation in the Santa Catalina mountain critical zone observatory.,"Lybrand R., Rasmussen C., Jardine A., Troch P.A., and Chorover J. ",2011,10.1016/j.apgeochem.2011.03.036,"Applied Geochemistry, "
Geochemical behaviors of different element groups during shale weathering at the Susquehanna/Shale Hills Critical Zone Observatory,"Ma, L., Jin, L., Brantley S. L. ",2011,10.1016/j.apgeochem.2011.03.038,Applied Geochemistry
CZChemDB and EarthChem: Advancing management and access of critical zone geochemical data.,"Niu, X., Lehnert, K. A.. Williams, J., Brantley, S. L. ",2011,10.1016/j.apgeochem.2011.03.042,Applied Geochemistry
"Significance of slope sediments layering on physical characteristics and interflow within the Critical Zone - Examples from the Colorado Front Range, USA.","Voelkel, J., Huber, J. & Leopold, M. ",2011,10.1016/j.apgeochem.2011.03.052,Applied Geochemistry
"Characterization and Source Determination of Stream Suspended Particulate Material in White Clay Creek, USA","Karwan, D.L., R. Aalto, A.K. Aufdenkampe, J.D. Newbold, J.E. Pizzuto ",2011,10.1016/j.apgeochem.2011.03.058,Applied Geochemistry
"Evaluating the effects of wildfire on stream processes in a Colorado front range watershed, USA.","Murphy, S.F., and Writer, J.H. ",2011,10.1016/j.apgeochem.2011.03.061,Applied Geochemistry
"Stable-isotope and solute-chemistry approaches to flow characterization in a forested tropical watershed, Luquillo Mountains, Puerto Rico.","Scholl, M.A., Shanley, J.B., Murphy, S.F., Willenbring, J.K., Occhi, M., and González, G. ",2015,10.1016/j.apgeochem.2015.03.008,Appl. Geochem.
Effects of a tectonically-triggered wave of incision on riverine exports and soil mineralogy in the Luquillo Mountains of Puerto Rico,"Brocard G., Willenbring J.K., Scatena F.N., Johnson A.H. ",2015,10.1016/j.apgeochem.2015.04.001,Applied Geochemistry
Topographic controls on the depth distribution of soil CO2 in a small temperate watershed,"Hasenmueller, E.A., Jin, L., Stinchcomb, G.E., Lin, H., Brantley, S.L., Kaye, J.P. ",2015,10.1016/j.apgeochem.2015.07.005,"Applied Geochemistry, vol "
The effects of a catastrophic forest fire on the biomass of submerged stream macrophytes,"Thompson V.F., Marshall D.L., Reale J.K., Dahm C.N. ",2019,10.1016/j.aquabot.2018.09.001,Aquatic Botany
Atmospheric deposition and corresponding variability of stemflow chemistry across temporal scales in a mid-Atlantic broadleaved deciduous forest canopy,"Levia, D.F., J.T. Van Stan, C.M. Siegert, S.P. Inamdar, M.J. Mitchell, S.M. Mage, & P.J. McHale ",2011,10.1016/j.atmosenv.2011.03.022,Atmospheric Environment
Chemical constituents in clouds and rainwater in the Puerto Rican rainforest: potential sources and seasonal drivers.,"Gioda, A.,Mayol-Bracero O.L. ,  Scatena, F.N., Weathers K.C., Mateus, V.L., McDowell, W.H.  ",2013,10.1016/j.atmosenv.2012.11.017,Atmospheric Environment
Atmospheric deposition of organic carbon via precipitation,"Iavorivska L, EW Boyer, and DR DeWalle ",2016,10.1016/j.atmosenv.2016.06.006,"Atmospheric Environment, vol "
Exploring lag times between monthly atmospheric deposition and stream chemistry in Appalachian forests using cross correlation,"DeWalle, David R., Boyer,   Elizabeth W., and Buda, Anthony R. ",2016,10.1016/j.atmosenv.2016.09.015,"Atmospheric Environment, vol. "
Atmospheric inputs of organic matter to a forested watershed:  Variations from storm to storm over the seasons,"Iavorivska, Lidiia, Elizabeth W. Boyer, Matthew P. Miller, Michael G. Brown, Terrie Vasilopoulos, Jose D. Fuentes, Christopher J. Duffy ",2016,10.1016/j.atmosenv.2016.10.002,"Atmospheric Environment , vol "
Parameterization for distributed watershed modeling using national data and evolutionary algorithm.,"Yu, X., Bhatt, G., Duffy C. J., and Shi, Y. ",2013,10.1016/j.cageo.2013.04.025,Computers & Geosciences
Hydrological model uncertainty due to spatial evapotranspiration estimation methods,"Yu, Xuan, Anna Lamačová, Christopher J. Duffy, Pavel Krám, Jakub Hruška ",2015,10.1016/j.cageo.2015.05.006,"Computers & Geosciences, "
"pSIN: a scalable, Parallel algorithm for Seismic INterferometry of large-N ambient-noise data","Chen, P., Taylor, N.J., Dueker, K.G., Keifer, I.S., Wilson, A.K., McGuffy, C.L., Novitsky, C.G., Spears, A.J., Holbrook, W.S. ",2016,10.1016/j.cageo.2016.05.003,Computers & Geosciences 
Spatial modeling for resources framework (SMRF): A modular framework for developing spatial forcing data for snow modeling in mountain basins,"Havens, S., Marks, D., Kormos, P., and A. Hedrick ",2017,10.1016/j.cageo.2017.08.016,Computers and Geosciences
Hydropedology: Fundamental Issues and Practical Applications.,"Lin, H.S., Bouma, J., Owens, P., and Vepraskas, M. ",2008,10.1016/j.catena.2007.09.004,Catena
Atypical soil carbon distribution across a tropical steepland forest catena.,"Johnson K.D., Scatena F.N., Silver W.L. ",2011,10.1016/j.catena.2011.07.008,"Catena, Volume "
"Factors influencing storm-generated suspended-sediment concentrations and loads in four basins of contrasting land use, humid-tropical Puerto Rico","Gellis, A.C. ",2012,10.1016/j.catena.2012.10.018,Catena
"Meteoric 10Be, clay, and extractable iron depth profiles in the Colorado Front Range:  Implications for understanding soil mixing and erosion","Wyshnytzky, C., Ouimet WB, McCarthy, J, Dethier, DP, Shroba, RR, Bierman, PR, and Rood, DH ",2015,10.1016/j.catena.2014.12.008,Catena
Ecohydrologic response and recovery of a semi-arid shrubland over a five year period following burning.,"Williams, C.J., Pierson, F.B., Kormos, P.R., Al-Hamdan, O.Z., Hardegree, S.P., and P.E. Clark ",2016,10.1016/j.catena.2016.05.006,Catena
Coevolution of soil and topography across a semiarid cinder cone chronosequence,"Rasmussen C., McGuire L., Dhakal P., Pelletier J.D. ",2017,10.1016/j.catena.2017.04.025,CATENA
On the rocks: quantifying storage of inorganic soil carbon on gravels and determining pedon-scale variability,"Stanbery, C.J., Pierce, J.L., Benner, S.G., and K. Lohse ",2017,10.1016/j.catena.2017.06.011,Catena
"Effectiveness of prescribed fire to re-establish sagebrush steppe vegetation and ecohydrologic function on woodland-encroached sagebrush rangelands, Great Basin, USA: Part I: Vegetation, hydrology, and erosion responses.","Williams, C.J., Pierson, F.B., Nouwakpo, S.K., Al-Hamdan, O.Z., Kormos, P.R., and M.A. Weltz ",2018,10.1016/j.catena.2018.02.027,Catena
Seasonal and spatial variation in the potential for iron reduction in soils of the Southeastern Piedmont of the US,"Hodges, Caitlin, John Mallard, Daniel Markewitz, Diego Barcellos, AaronThompson ",2019,10.1016/j.catena.2019.03.026,CATENA
"phosphorus cycling in deep saprolite, Luquillo Mountains, Puerto Rico","Buss H.L., Mathur R., White A.F., and Brantley S.L. ",2010,10.1016/j.chemgeo.2009.08.001,Chemical Geology
"Mineral-specific chemical weathering rates over millennial timescales: Measurements at Rio Icacos, Puerto Rico","Ferrier, KL; Kirchner, JW; Riebe, CS; Finkel, RC. ",2010,10.1016/j.chemgeo.2010.07.013,Chemical Geology
"Mineral-specific chemical weathering rates over millennial timescales: Measurements at Rio Icacos, Puerto Rico","Ferrier, KL; Kirchner, JW; Riebe, CS; Finkel, RC. ",2010,10.1016/j.chemgeo.2010.07.013,Chemical Geology
Extent and isotopic composition of Fe and Mo release from two Pennsylvania shales in the presence of organic ligands and bacteria.,"Liermann, L. J., Mathur, R., Wasylenki, L. E., Nuester, J., Anbar, A. D., and Brantley, S. L. ",2011,10.1016/j.chemgeo.2010.12.005,Chemical Geology vol
"Insights into the weathering of black shale: Cu isotopes and concentrations in the Marcellus Formation shale, Huntingdon County, Pennsylvania (U.S.A.).","Mathur, R., Jin, L., Prush, V., Paul, J., Ebersole, C., Fornadel, A., Williams, J.Z., and Brantley, S.L. ",2012,10.1016/j.chemgeo.2012.02.015,"Chemical Geology, "
Evolution of porosity and geochemistry in Marcellus Formation black shale during weathering,"Jin, L., Mathur, R., Rother, G., Cole, D.R., Bazilevskaya, E., Williams, J., Carone, A. and Brantley, S.L ",2013,10.1016/j.chemgeo.2013.07.012,Chemical Geology (
Linking soil element-mass-transfer to microscale mineral weathering across a semiarid environmental gradient,Lybrand R.A. and Rasmussen C ,2014,10.1016/j.chemgeo.2014.04.022,Chemical Geology
Rare Earth Elements as Reactive Tracers of Biogeochemical Weathering in Forested Rhyolitic Terrain,"Vázquez-Ortega A., Perdrial J., Harpold A., Zapata-Ríos X., Rasmussen C., McIntosh J., Schaap M.,  Pelletier J.D., Brooks P.D., Amistadi M.K., Chorover J. ",2015,10.1016/j.chemgeo.2014.10.016,Chemical Geology
Rare Earth Elements as Reactive Tracers of Biogeochemical Weathering in Forested Rhyolitic Terrain,"Vázquez-Ortega A., Perdrial J., Harpold A., Zapata-Ríos X., Rasmussen C., McIntosh J., Schaap M.,  Pelletier J.D., Brooks P.D., Amistadi M.K., Chorover J. ",2015,10.1016/j.chemgeo.2014.10.016,Chemical Geology
Magnesium isotope fractionation during shale weathering in the Shale Hills Critical Zone Observatory: Accumulation of light Mg isotopes in soils by clay mineral transformation,"Ma Lin, Fang-Zhen Teng, Lixin Jin, Shan Ke, Wei Yang, Hai-Ou Gu, Susan L. Brantley ",2015,10.1016/j.chemgeo.2015.01.010,"Chemical Geology, "
Spatial variability of African dust in soils in a montane tropical landscape in Puerto Rico,"McClintock, M. A., Brocard, G., Willenbring, J., Tamayo, C., Porder, S., & Pett-Ridge, J. C.  ",2015,10.1016/j.chemgeo.2015.06.032,Chemical Geology
Solid-phase redistribution of rare earth elements in hillslope pedons subjected to different hydrologic fluxes,"Vázquez-Ortega A., Huckle D., Perdrial J., Amistadi M.K., Durcik M., Rasmussen C., McIntosh J., Chorover J. ",2016,10.1016/j.chemgeo.2016.01.001,Chemical Geology
U-series isotopic signatures of soils and headwater streams in a semi-arid complex volcanic terrain,"Huckle D., Ma L., McIntosh J., Vázquez-Ortega A., Rasmussen C., Chorover J. ",2016,10.1016/j.chemgeo.2016.04.003,Chemical Geology
Tracing the Source of Soil Organic Matter Eroded from Temperate Forest Catchments Using Carbon and Nitrogen Isotopes.,"McCorkle, E.P., Berhe, A.A., Hunsaker, C.T., Johnson, D.W., McFarlane, K.J., Fogel, M.L., Hart, S.C ",2016,10.1016/j.chemgeo.2016.04.025,Geology.
"87Sr/86Sr, Ca/Sr, and Ge/Si ratios as tracers of solute sources and biogeochemical cycling at a temperate forested shale catchment, central Pennsylvania, USA","Meek, Katherine, Derry, Louis, Sparks, Jed, and Cathles, Lawrence  ",2016,10.1016/j.chemgeo.2016.04.026,"Chemical Geology, vol. "
CZ-tope at Susquehanna Shale Hills CZO: Synthesizing multiple isotope proxies to elucidate Critical Zone processes across timescales in a temperate forested landscape,"Sullivan P., Ma L., West N., Jin L., Karwan D., Noireaux J., Steinhoefel G., Gaines K., Eissenstat D., Gaillardet J., Derry L., Meek K., Hynek S., and Brantley S.L. ",2016,10.1016/j.chemgeo.2016.05.012,"Chemical Geology, vol "
Beryllium Desorption from Minerals and Organic Ligands Over Time,"Boschi, V., Willenbring, J.K. ",2016,10.1016/j.chemgeo.2016.06.009,Chemical Geology
REE mobility and fractionation during shale weathering along a climate gradient,"Jin, L., Ma, L., Dere, A., White, T., Mathur, M., and Brantely, S.  ",2017,10.1016/j.chemgeo.2017.06.024,Chemical Geology
Simultaneously quantifying ferrihydrite and goethite in natural sediments using the method of standard additions with X-ray absorption spectroscopy,"Sun, J., Mailloux, B.J., Chillrud, S.N., van Geen, A., Thompson A., & Bostick, B.C. ",2018,10.1016/j.chemgeo.2017.11.021,Chemical Geology
Dual-phase mass balance modeling of small mineral particle losses from sedimentary rock-derived soils,"Bern, Carleton R. and Yesavage, Tiffany ",2018,10.1016/j.chemgeo.2017.11.040,Chemical Geology
Perennial flow through convergent hillslopes explains chemodynamic solute behavior in a shale headwater catchment,"Herndon, Elizabeth M., Steinhoefel, Grit, Dere, Ashlee L.D., and Sullivan, Pamela L. ",2018,10.1016/j.chemgeo.2018.06.019,Chemical Geology
The effects of lithology on trace element and REE behavior during tropical weathering,"Chapela Lara, M., Buss, H.L., Pett-Ridge, J.C. ",2018,10.1016/j.chemgeo.2018.09.024,Chemical Geology.
"The major ion, 87Sr/86Sr, and δ11B geochemistry of groundwater in the Wyodak-Anderson Coal Bed aquifer (Powder River Basin, Wyoming, USA)","Lemarchand D., Jacobson A. D., Cividini D., Chabaux F. ",2015,10.1016/j.crte.2015.05.007,Comptes Rendus Geoscience
Analyzing high resolution topography for advancing the understanding of mass and energy transfer through landscapes: A review,"Passalacqua, P., Belmont, P., Staley, D.M., Simley, J.D., Arrowsmith, J.R., Bode, C.A., Crosby, C., DeLong, S.B., Glenn, N.F., Kelly, S.A., Lague, D., Sangireddy, H., Schaffrath, K., Tarboton, D.G., Wasklewicz, T., and Wheaton, J.M. ",2015,10.1016/j.earscirev.2015.05.012,Earth-Science Reviews
Source-to-sink sedimentary systems and global carbon burial: A river runs through it,"Leithold, E., Blair, N., and Wegmann, K. ",2017,10.1016/j.earscirev.2015.10.011,Earth-Science Reviews
Expanding the role of reactive transport models in critical zone processes,"Li Li, Kate Maher, Alexis Navarre-Sitchler, Jenny Druhan, Christof Meile, Corey Lawrence, Joel Moore, Julia Perdrial, Pamela Sullivan, Aaron Thompson, Lixin Jin, Edward W. Bolton, Susan L. Brantley, William E. Dietrich, K. Ulrich Mayer, Carl I. Steefel, Albert Valocchi, John Zachara, Benjamin Kocar, Jennifer Mcintosh, Benjamin M. Tutolo, Mukesh Kumar, Eric Sonnenthal, Chen Bao, Joe Beisman ",2017,10.1016/j.earscirev.2016.09.001,"Earth-Science Reviews, "
Expanding the role of reactive transport models in critical zone processes,"Li Li, Kate Maher, Alexis Navarre-Sitchler, Jenny Druhan, Christof Meile, Corey Lawrence, Joel Moore, Julia Perdrial, Pamela Sullivan, Aaron Thompson, Lixin Jin, Edward W. Bolton, Susan L. Brantley, William E. Dietrich, K. Ulrich Mayer, Carl I. Steefel, Albert Valocchi, John Zachara, Benjamin Kocar, Jennifer Mcintosh, Benjamin M. Tutolo, Mukesh Kumar, Eric Sonnenthal, Chen Bao, Joe Beisman ",2017,10.1016/j.earscirev.2016.09.001,"Earth-Science Reviews, "
Expanding the role of reactive transport models in critical zone processes,"Li Li, Kate Maher, Alexis Navarre-Sitchler, Jenny Druhan, Christof Meile, Corey Lawrence, Joel Moore, Julia Perdrial, Pamela Sullivan, Aaron Thompson, Lixin Jin, Edward W. Bolton, Susan L. Brantley, William E. Dietrich, K. Ulrich Mayer, Carl I. Steefel, Albert Valocchi, John Zachara, Benjamin Kocar, Jennifer Mcintosh, Benjamin M. Tutolo, Mukesh Kumar, Eric Sonnenthal, Chen Bao, Joe Beisman ",2017,10.1016/j.earscirev.2016.09.001,"Earth-Science Reviews, "
Expanding the role of reactive transport models in critical zone processes,"Li Li, Kate Maher, Alexis Navarre-Sitchler, Jenny Druhan, Christof Meile, Corey Lawrence, Joel Moore, Julia Perdrial, Pamela Sullivan, Aaron Thompson, Lixin Jin, Edward W. Bolton, Susan L. Brantley, William E. Dietrich, K. Ulrich Mayer, Carl I. Steefel, Albert Valocchi, John Zachara, Benjamin Kocar, Jennifer Mcintosh, Benjamin M. Tutolo, Mukesh Kumar, Eric Sonnenthal, Chen Bao, Joe Beisman ",2017,10.1016/j.earscirev.2016.09.001,"Earth-Science Reviews, "
Emergent and divergent resilience behavior in catastrophic shift systems,"Srinivasan, V. and Kumar, P. ",2014,10.1016/j.ecolmodel.2013.12.003,Ecological Modelling
"Forest soil carbon and nitrogen cycles under biomass harvest: Stability, transient response, and feedback","Parolari, A.J., Porporato, A. ",2016,10.1016/j.ecolmodel.2016.03.003,Ecological Modelling
Uncertainty in carbon allocation strategy and ecophysiological parameterization influences on carbon and streamflow estimates for two western US forested watersheds.,"Garcia, E.S., Tague, C.L., Choate, J.S. ",2016,10.1016/j.ecolmodel.2016.09.021,Ecological Modeling.
Boom and bust carbon-nitrogen dynamics during reforestation,"Parolari, A.J., M.L. Mobley, A.R. Bacon, G.G. Katul, D.deB. Richter, and A. Porporato ",2017,10.1016/j.ecolmodel.2017.06.023,Ecological Modelling
A dynamical systems framework for crop models: Toward optimal fertilization and irrigation strategies under climatic variability,"Pelak, Norman, Roberto Revelli, and Amilcare Porporato ",2017,10.1016/j.ecolmodel.2017.10.003,Ecological Modelling
Using a spatially-distributed hydrologic biogeochemistry model with a nitrogen transport module to study the spatial variation of carbon processes in a Critical Zone Observatory,"Shi, Y., Eissenstat, D.M., He, Y., and Davis, K.J. ",2018,10.1016/j.ecolmodel.2018.04.007,"Ecological Modelling, "
"Unified representation of the C3, C4, and CAM photosynthetic pathways with the Photo3 model","Hartzell, Samantha, Mark S. Bartlett, and Amilcare Porporato ",2018,10.1016/j.ecolmodel.2018.06.012,Opuntia ficus-indica
Quantifying the effects of wildfire on changes in soil properties by surface burning of soils from the Boulder Creek Critical Zone Observatory,"Wieting, C., Ebel, B. A., Singha, K. ",2017,10.1016/j.ejrh.2017.07.006,Journal of Hydrology: Regional Studies Volume
"Long-term land-use effects on soil invertebrate communities in Southern Piedmont soils, USA","Callaham Jr., M.A., D.D. Richter Jr., D.C. Coleman, M. Hofmockel ",2006,10.1016/j.ejsobi.2006.06.001,Diplocardia
Rare earth elements (REY) sorption on soils of contrasting mineralogy and texture,"Dinali G.S., Root R.A., Amistadi M.K., Chorover J., Lopes G., Guilherme L.R.G. ",2019,10.1016/j.envint.2019.04.022,Environment International
Soil microbial response to photo-degraded C 60 fullerenes,"Berry, T.D., Clavijo, A.P., Zhao, Y., Jafvert, C.T., Turco, R.F., and Filley, T.R. ",2016,10.1016/j.envpol.2015.12.025,Environmental Pollution
Atmospheric mercury deposition to forests in the eastern USA,"Risch, Martin R., DeWild, John F., Gay, David A., Zhang, Leiming, Boyer, Elizabeth W., and Krabbenhoft, David P.   ",2017,10.1016/j.envpol.2017.05.004,Environmental Pollution
A computationally efficient approach for watershed scale spatial optimization,"Cibin, R., and I. Chaubey ",2015,10.1016/j.envsoft.2014.12.014,Environmental Modelling and Software
Hydrologic/water quality impacts and biomass production potential on marginal lands,"Feng, Q., I. Chaubey, Y. Her, R. Cibin, B. Engel, J. Volenec, and X. Wang ",2015,10.1016/j.envsoft.2015.07.004,Environmental Modelling and Software
GPU-based high-performance computing for integrated surface–sub-surface flow modeling,"Le, P.V.V., Kumar, P., Valocchi, A.J., and Dang, H.-V. ",2015,10.1016/j.envsoft.2015.07.015,Environmental Modelling & Software
Fully-Coupled Hydrologic Processes for Modeling Landscape Evolution,"Zhang, Y., R. Slingerland, and C. Duffy ",2016,10.1016/j.envsoft.2016.04.014,"Environmental Modelling & Software, "
"Simulating the spatio-temporal dynamics of soil erosion, deposition, and yield using a coupled sediment dynamics and 3D distributed hydrologic model","Zi, T., Kumar, M., Kiely, G., Lewis, C., and Albertson, J. ",2016,10.1016/j.envsoft.2016.06.004,Environmental Modelling & Software
A service-oriented architecture for coupling web service models using the Basic Model Interface (BMI),"Jiang, P., Elag, M., Kumar, P., Peckham, S.D., Marini, L., and Rui, L. ",2017,10.1016/j.envsoft.2017.01.021,Environmental Modelling & Software
Identification and characterization of information-networks in long-tail data collections,"Elag, M.M., Kumar, P., Marini, L., Myers, J.D., Hedstrom, M., and Plale, B.A. ",2017,10.1016/j.envsoft.2017.03.032,Environmental Modelling & Software
Emulation of environmental models using polynomial chaos expansion,"Massoud, E.C. ",2019,10.1016/j.envsoft.2018.10.008,Environmental Modelling & Software
Bayesian inference of hydraulic properties in and around a white fir using a process-based ecohydrologic model,"Massoud, E.C.; Purdy, A.J.; Christoffersen, B.O.; Santiago, L.S.; Xu, C. ",2019,10.1016/j.envsoft.2019.01.022,Environmental Modelling & Software
Erosional and climatic effects on long-term chemical weathering rates in granitic landscapes spanning diverse climate regimes,"Riebe, C.S., Kirchner, J.W., Finkel, R.C. ",2004,10.1016/j.epsl.2004.05.019,Earth and Planetary Science Letters
A spheroidal weathering model coupling porewater chemistry to soil thicknesses during steady-state denudation,"Fletcher, R.C., Buss, H.L., Brantley S.L. ",2006,10.1016/j.epsl.2006.01.055,Earth and Planetary Science Letters
Regolith production rates calculated with uranium-series isotopes at Susquehanna/Shale Hills Critical Zone Observatory.,"Ma, L., Chabaux, F., Pelt, E., Blaes, E., Jin, L., and Brantley, S.L. ",2010,10.1016/j.epsl.2010.06.022,Earth and Planetary Science Letters vol
Strong climate and tectonic control on plagioclase weathering in granitic terrain.,"Rasmussen C., Brantley S., Richter D.D., Blum A., Dixon J., and White A.F.  ",2011,10.1016/j.epsl.2010.11.037,"Earth and Planetary Science Letters, "
